station_id,timestamp,wind_vv_m_s,wind_vmax_m_s,wind_dv_g,wind_dmax_g
2873X,2025-05-13 19:00:00+00:00,0.7,2.5,301.0,300.0
2882D,2025-05-13 19:00:00+00:00,2.6,,314.0,
2885K,2025-05-13 19:00:00+00:00,2.7,7.1,284.0,275.0
2914C,2025-05-13 19:00:00+00:00,2.3,5.6,226.0,250.0
2916A,2025-05-13 19:00:00+00:00,4.7,7.8,287.0,281.0
2918Y,2025-05-13 19:00:00+00:00,2.4,5.2,255.0,260.0
2945A,2025-05-13 19:00:00+00:00,2.2,4.0,278.0,272.0
2946X,2025-05-13 19:00:00+00:00,1.2,2.6,244.0,221.0
2966D,2025-05-13 19:00:00+00:00,3.2,7.6,245.0,252.0
3013,2025-05-13 19:00:00+00:00,0.8,2.7,180.0,123.0
3094B,2025-05-13 19:00:00+00:00,1.0,4.6,332.0,302.0
3100B,2025-05-13 19:00:00+00:00,1.7,2.9,292.0,299.0
3103,2025-05-13 19:00:00+00:00,0.3,2.3,341.0,170.0
3110C,2025-05-13 19:00:00+00:00,1.2,2.6,283.0,234.0
3111D,2025-05-13 19:00:00+00:00,0.0,0.1,,288.0
3129,2025-05-13 19:00:00+00:00,2.9,5.7,200.0,250.0
3129A,2025-05-13 19:00:00+00:00,2.4,4.7,252.0,256.0
3130C,2025-05-13 19:00:00+00:00,0.5,2.9,197.0,191.0
3158D,2025-05-13 19:00:00+00:00,2.6,,48.0,
3168D,2025-05-13 19:00:00+00:00,1.2,4.1,268.0,265.0
3170Y,2025-05-13 19:00:00+00:00,1.5,3.6,233.0,300.0
3191E,2025-05-13 19:00:00+00:00,1.2,2.6,319.0,314.0
3194U,2025-05-13 19:00:00+00:00,2.9,5.4,240.0,231.0
3195,2025-05-13 19:00:00+00:00,2.7,5.3,3.0,25.0
3254Y,2025-05-13 19:00:00+00:00,2.2,4.1,273.0,265.0
3260B,2025-05-13 19:00:00+00:00,2.6,4.2,290.0,295.0
3266A,2025-05-13 19:00:00+00:00,2.6,6.1,292.0,297.0
3268C,2025-05-13 19:00:00+00:00,2.8,6.1,308.0,292.0
3298X,2025-05-13 19:00:00+00:00,1.4,4.7,281.0,281.0
3319D,2025-05-13 19:00:00+00:00,0.0,1.9,58.0,137.0
3337U,2025-05-13 19:00:00+00:00,1.4,8.5,347.0,302.0
3343Y,2025-05-13 19:00:00+00:00,0.8,6.5,2.0,320.0
3365A,2025-05-13 19:00:00+00:00,1.7,5.1,248.0,239.0
3386A,2025-05-13 19:00:00+00:00,1.2,2.6,229.0,252.0
3391,2025-05-13 19:00:00+00:00,0.3,1.6,337.0,299.0
3422D,2025-05-13 19:00:00+00:00,1.2,3.6,334.0,195.0
3423I,2025-05-13 19:00:00+00:00,0.7,2.2,293.0,172.0
3434X,2025-05-13 19:00:00+00:00,2.7,7.4,266.0,275.0
3436D,2025-05-13 19:00:00+00:00,4.5,8.1,339.0,332.0
3448X,2025-05-13 19:00:00+00:00,2.9,7.9,299.0,252.0
3463Y,2025-05-13 19:00:00+00:00,2.9,9.2,265.0,264.0
3469A,2025-05-13 19:00:00+00:00,2.3,6.4,288.0,268.0
3475X,2025-05-13 19:00:00+00:00,5.4,9.5,275.0,270.0
3494U,2025-05-13 19:00:00+00:00,0.9,8.1,286.0,292.0
3503,2025-05-13 19:00:00+00:00,2.0,5.5,227.0,240.0
3504X,2025-05-13 19:00:00+00:00,1.0,2.8,129.0,292.0
3514B,2025-05-13 19:00:00+00:00,1.6,5.7,149.0,245.0
3516X,2025-05-13 19:00:00+00:00,2.1,5.4,244.0,220.0
3519X,2025-05-13 19:00:00+00:00,1.8,5.2,280.0,274.0
3526X,2025-05-13 19:00:00+00:00,4.1,6.7,260.0,250.0
3531X,2025-05-13 19:00:00+00:00,2.8,5.7,306.0,290.0
3536X,2025-05-13 19:00:00+00:00,2.4,4.9,349.0,337.0
3540X,2025-05-13 19:00:00+00:00,2.3,5.4,239.0,252.0
3547X,2025-05-13 19:00:00+00:00,1.9,3.7,350.0,
3562X,2025-05-13 19:00:00+00:00,4.0,7.3,270.0,302.0
3565X,2025-05-13 19:00:00+00:00,3.8,7.1,295.0,285.0
3576X,2025-05-13 19:00:00+00:00,4.5,8.3,289.0,294.0
4007Y,2025-05-13 19:00:00+00:00,2.6,5.2,62.0,40.0
4067,2025-05-13 19:00:00+00:00,1.9,6.9,316.0,286.0
4090Y,2025-05-13 19:00:00+00:00,6.0,9.9,95.0,115.0
4093Y,2025-05-13 19:00:00+00:00,4.9,11.3,81.0,92.0
4103X,2025-05-13 19:00:00+00:00,1.2,4.1,50.0,54.0
4121,2025-05-13 19:00:00+00:00,2.7,4.8,302.0,298.0
4147X,2025-05-13 19:00:00+00:00,1.9,5.4,272.0,284.0
4148,2025-05-13 19:00:00+00:00,2.3,4.7,245.0,271.0
4195E,2025-05-13 19:00:00+00:00,2.6,6.3,282.0,275.0
4210Y,2025-05-13 19:00:00+00:00,2.0,4.3,308.0,285.0
4220X,2025-05-13 19:00:00+00:00,0.5,4.3,240.0,294.0
4236Y,2025-05-13 19:00:00+00:00,2.1,3.7,347.0,312.0
4244X,2025-05-13 19:00:00+00:00,0.8,2.8,302.0,335.0
4245X,2025-05-13 19:00:00+00:00,1.5,4.5,333.0,335.0
4260,2025-05-13 19:00:00+00:00,3.1,6.2,274.0,265.0
4263X,2025-05-13 19:00:00+00:00,2.6,7.0,307.0,312.0
4267X,2025-05-13 19:00:00+00:00,2.1,4.9,301.0,303.0
4325Y,2025-05-13 19:00:00+00:00,3.2,5.8,312.0,337.0
4339X,2025-05-13 19:00:00+00:00,2.6,4.8,276.0,262.0
4340,2025-05-13 19:00:00+00:00,2.9,7.6,334.0,317.0
4347X,2025-05-13 19:00:00+00:00,4.7,8.2,322.0,270.0
4358X,2025-05-13 19:00:00+00:00,1.5,3.9,317.0,302.0
4362X,2025-05-13 19:00:00+00:00,7.0,10.5,264.0,267.0
4386B,2025-05-13 19:00:00+00:00,5.2,8.0,309.0,284.0
4395X,2025-05-13 19:00:00+00:00,6.2,12.7,280.0,295.0
4410X,2025-05-13 19:00:00+00:00,1.4,5.2,270.0,315.0
4411C,2025-05-13 19:00:00+00:00,1.0,3.4,284.0,320.0
4427X,2025-05-13 19:00:00+00:00,4.0,6.1,314.0,315.0
4436Y,2025-05-13 19:00:00+00:00,4.6,10.7,334.0,345.0
4452,2025-05-13 19:00:00+00:00,5.5,9.4,292.0,288.0
4464X,2025-05-13 19:00:00+00:00,1.6,5.9,328.0,307.0
4468X,2025-05-13 19:00:00+00:00,4.7,7.8,327.0,325.0
4478X,2025-05-13 19:00:00+00:00,3.6,9.2,306.0,295.0
4486X,2025-05-13 19:00:00+00:00,2.6,7.2,300.0,300.0
4489X,2025-05-13 19:00:00+00:00,2.2,5.2,344.0,347.0
4492F,2025-05-13 19:00:00+00:00,1.4,7.8,314.0,335.0
4497X,2025-05-13 19:00:00+00:00,2.6,6.5,353.0,330.0
4499X,2025-05-13 19:00:00+00:00,3.5,6.5,281.0,300.0
4501X,2025-05-13 19:00:00+00:00,4.3,6.8,295.0,285.0
4511C,2025-05-13 19:00:00+00:00,3.7,11.5,285.0,279.0
4520X,2025-05-13 19:00:00+00:00,2.7,8.7,321.0,315.0
4527X,2025-05-13 19:00:00+00:00,1.4,4.6,291.0,300.0
4549Y,2025-05-13 19:00:00+00:00,0.9,3.5,293.0,333.0
4554X,2025-05-13 19:00:00+00:00,3.2,7.3,306.0,300.0
4560Y,2025-05-13 19:00:00+00:00,7.4,11.6,9.0,359.0
4589X,2025-05-13 19:00:00+00:00,3.3,7.9,297.0,287.0
4608X,2025-05-13 19:00:00+00:00,5.1,9.2,334.0,332.0
4622X,2025-05-13 19:00:00+00:00,3.2,8.3,320.0,305.0
4642E,2025-05-13 19:00:00+00:00,1.2,12.0,348.0,310.0
5000C,2025-05-13 19:00:00+00:00,4.6,9.7,287.0,268.0
5047E,2025-05-13 19:00:00+00:00,3.3,6.1,167.0,154.0
5051X,2025-05-13 19:00:00+00:00,1.7,6.4,343.0,246.0
5103E,2025-05-13 19:00:00+00:00,1.3,5.3,4.0,291.0
5107D,2025-05-13 19:00:00+00:00,3.0,7.8,144.0,127.0
5112X,2025-05-13 19:00:00+00:00,2.0,6.4,122.0,130.0
5164B,2025-05-13 19:00:00+00:00,1.7,4.6,268.0,300.0
5192,2025-05-13 19:00:00+00:00,1.9,3.9,140.0,83.0
5210X,2025-05-13 19:00:00+00:00,1.8,4.0,261.0,242.0
5246,2025-05-13 19:00:00+00:00,2.2,3.7,222.0,223.0
5270B,2025-05-13 19:00:00+00:00,1.9,5.7,257.0,308.0
5281X,2025-05-13 19:00:00+00:00,0.4,3.9,252.0,250.0
5298X,2025-05-13 19:00:00+00:00,3.0,4.9,251.0,290.0
5304Y,2025-05-13 19:00:00+00:00,1.0,4.3,254.0,280.0
5341C,2025-05-13 19:00:00+00:00,0.5,3.3,286.0,270.0
5361X,2025-05-13 19:00:00+00:00,0.7,4.3,300.0,252.0
5390Y,2025-05-13 19:00:00+00:00,2.1,3.9,289.0,288.0
5394X,2025-05-13 19:00:00+00:00,2.4,4.2,260.0,247.0
5402,2025-05-13 19:00:00+00:00,3.2,6.7,250.0,260.0
5406X,2025-05-13 19:00:00+00:00,2.2,5.3,318.0,310.0
5412X,2025-05-13 19:00:00+00:00,1.7,5.7,295.0,267.0
5429X,2025-05-13 19:00:00+00:00,3.3,7.0,269.0,267.0
5459X,2025-05-13 19:00:00+00:00,0.8,3.9,313.0,265.0
5470,2025-05-13 19:00:00+00:00,2.3,6.3,258.0,272.0
5473X,2025-05-13 19:00:00+00:00,6.0,10.1,293.0,292.0
5511,2025-05-13 19:00:00+00:00,1.4,4.9,292.0,270.0
5515D,2025-05-13 19:00:00+00:00,1.4,,291.0,
5515X,2025-05-13 19:00:00+00:00,0.5,3.4,226.0,235.0
5516D,2025-05-13 19:00:00+00:00,2.6,5.6,335.0,337.0
5530E,2025-05-13 19:00:00+00:00,4.1,7.7,290.0,310.0
5582A,2025-05-13 19:00:00+00:00,2.1,7.6,269.0,271.0
5598X,2025-05-13 19:00:00+00:00,3.7,8.7,282.0,272.0
5612B,2025-05-13 19:00:00+00:00,3.5,7.1,280.0,265.0
5624X,2025-05-13 19:00:00+00:00,4.2,7.8,258.0,265.0
5625X,2025-05-13 19:00:00+00:00,2.7,6.6,242.0,245.0
5641X,2025-05-13 19:00:00+00:00,3.3,7.8,247.0,246.0
5654X,2025-05-13 19:00:00+00:00,1.8,4.3,239.0,255.0
5656,2025-05-13 19:00:00+00:00,6.4,10.8,239.0,235.0
5702X,2025-05-13 19:00:00+00:00,5.8,11.8,263.0,262.0
5704B,2025-05-13 19:00:00+00:00,2.5,5.0,312.0,306.0
5726X,2025-05-13 19:00:00+00:00,2.5,5.2,335.0,300.0
5733X,2025-05-13 19:00:00+00:00,1.1,3.7,276.0,327.0
5769X,2025-05-13 19:00:00+00:00,3.3,6.4,315.0,320.0
5783,2025-05-13 19:00:00+00:00,7.7,10.8,270.0,250.0
5788X,2025-05-13 19:00:00+00:00,4.9,9.0,267.0,267.0
5790Y,2025-05-13 19:00:00+00:00,3.3,8.6,265.0,247.0
5796,2025-05-13 19:00:00+00:00,4.6,9.3,254.0,256.0
5835X,2025-05-13 19:00:00+00:00,5.4,9.2,274.0,272.0
5858X,2025-05-13 19:00:00+00:00,5.4,10.3,266.0,265.0
5860E,2025-05-13 19:00:00+00:00,2.3,7.8,335.0,263.0
5891X,2025-05-13 19:00:00+00:00,2.7,7.9,272.0,285.0
5906X,2025-05-13 19:00:00+00:00,5.4,9.9,264.0,275.0
5911A,2025-05-13 19:00:00+00:00,2.1,6.4,277.0,259.0
5919X,2025-05-13 19:00:00+00:00,5.1,11.6,257.0,277.0
5941X,2025-05-13 19:00:00+00:00,2.6,6.7,260.0,257.0
5950X,2025-05-13 19:00:00+00:00,2.1,6.5,206.0,240.0
5972X,2025-05-13 19:00:00+00:00,5.1,10.4,281.0,280.0
5973,2025-05-13 19:00:00+00:00,6.2,10.7,284.0,280.0
5983X,2025-05-13 19:00:00+00:00,7.0,10.5,281.0,285.0
5995B,2025-05-13 19:00:00+00:00,3.7,9.3,270.0,261.0
5996B,2025-05-13 19:00:00+00:00,4.2,8.7,295.0,295.0
5998X,2025-05-13 19:00:00+00:00,6.0,10.8,259.0,257.0
6000A,2025-05-13 19:00:00+00:00,1.6,2.6,156.0,158.0
6001,2025-05-13 19:00:00+00:00,6.2,9.8,280.0,277.0
6032X,2025-05-13 19:00:00+00:00,3.4,6.1,289.0,305.0
6040X,2025-05-13 19:00:00+00:00,0.6,2.9,353.0,47.0
6042I,2025-05-13 19:00:00+00:00,2.2,6.6,295.0,297.0
6045X,2025-05-13 19:00:00+00:00,3.5,7.7,318.0,305.0
6050X,2025-05-13 19:00:00+00:00,3.3,8.7,339.0,322.0
6056X,2025-05-13 19:00:00+00:00,6.9,11.6,276.0,265.0
6057X,2025-05-13 19:00:00+00:00,5.9,9.7,303.0,295.0
6058I,2025-05-13 19:00:00+00:00,4.9,9.9,254.0,262.0
6069X,2025-05-13 19:00:00+00:00,0.9,2.3,228.0,55.0
6076X,2025-05-13 19:00:00+00:00,2.1,2.8,22.0,47.0
6083X,2025-05-13 19:00:00+00:00,4.3,9.2,263.0,272.0
6084X,2025-05-13 19:00:00+00:00,1.3,5.6,77.0,101.0
6088X,2025-05-13 19:00:00+00:00,1.8,3.3,47.0,45.0
6106X,2025-05-13 19:00:00+00:00,1.6,5.9,285.0,292.0
6127X,2025-05-13 19:00:00+00:00,2.0,3.2,171.0,177.0
6155A,2025-05-13 19:00:00+00:00,2.9,6.2,90.0,80.0
6156X,2025-05-13 19:00:00+00:00,3.0,4.9,92.0,108.0
6172O,2025-05-13 19:00:00+00:00,2.1,5.3,86.0,66.0
6172X,2025-05-13 19:00:00+00:00,2.3,5.4,153.0,135.0
6199X,2025-05-13 19:00:00+00:00,1.6,2.8,164.0,187.0
6201X,2025-05-13 19:00:00+00:00,1.6,2.7,180.0,177.0
6205X,2025-05-13 19:00:00+00:00,1.6,2.0,159.0,163.0
6213X,2025-05-13 19:00:00+00:00,0.6,1.7,358.0,150.0
6248D,2025-05-13 19:00:00+00:00,1.5,2.3,328.0,339.0
6267X,2025-05-13 19:00:00+00:00,1.2,3.9,183.0,255.0
6268Y,2025-05-13 19:00:00+00:00,0.5,1.6,226.0,145.0
6272X,2025-05-13 19:00:00+00:00,2.2,5.2,262.0,265.0
6277B,2025-05-13 19:00:00+00:00,4.0,5.8,251.0,245.0
6293X,2025-05-13 19:00:00+00:00,3.4,7.6,254.0,267.0
6299I,2025-05-13 19:00:00+00:00,5.5,7.5,18.0,321.0
6302A,2025-05-13 19:00:00+00:00,1.5,3.2,341.0,14.0
6307C,2025-05-13 19:00:00+00:00,3.5,5.6,38.0,34.0
6307X,2025-05-13 19:00:00+00:00,1.5,7.0,127.0,345.0
6312E,2025-05-13 19:00:00+00:00,1.8,5.0,180.0,92.0
6325O,2025-05-13 19:00:00+00:00,5.4,7.2,220.0,220.0
6329X,2025-05-13 19:00:00+00:00,1.2,4.2,262.0,255.0
6332Y,2025-05-13 19:00:00+00:00,6.1,9.2,204.0,202.0
6335O,2025-05-13 19:00:00+00:00,1.9,3.4,234.0,318.0
6340X,2025-05-13 19:00:00+00:00,4.6,,,
6364X,2025-05-13 19:00:00+00:00,0.8,4.6,161.0,185.0
6375X,2025-05-13 19:00:00+00:00,2.7,7.7,281.0,262.0
7002Y,2025-05-13 19:00:00+00:00,2.5,7.0,96.0,146.0
7007Y,2025-05-13 19:00:00+00:00,3.2,6.2,149.0,137.0
7012C,2025-05-13 19:00:00+00:00,1.5,4.2,191.0,202.0
7012D,2025-05-13 19:00:00+00:00,2.4,5.0,204.0,200.0
7019X,2025-05-13 19:00:00+00:00,2.3,5.2,166.0,197.0
7026X,2025-05-13 19:00:00+00:00,1.4,5.7,202.0,195.0
7031X,2025-05-13 19:00:00+00:00,4.0,6.7,180.0,170.0
7096B,2025-05-13 19:00:00+00:00,1.5,5.2,263.0,271.0
7119B,2025-05-13 19:00:00+00:00,1.8,4.2,282.0,344.0
7121A,2025-05-13 19:00:00+00:00,3.8,7.7,139.0,125.0
7138B,2025-05-13 19:00:00+00:00,4.4,10.1,149.0,152.0
7145D,2025-05-13 19:00:00+00:00,2.9,7.2,116.0,111.0
7172X,2025-05-13 19:00:00+00:00,1.8,6.0,178.0,142.0
7178I,2025-05-13 19:00:00+00:00,1.6,4.8,161.0,160.0
7203A,2025-05-13 19:00:00+00:00,1.3,5.3,193.0,120.0
7209,2025-05-13 19:00:00+00:00,0.0,1.3,164.0,112.0
7227X,2025-05-13 19:00:00+00:00,2.6,6.7,103.0,120.0
7237E,2025-05-13 19:00:00+00:00,2.3,5.9,175.0,140.0
7244X,2025-05-13 19:00:00+00:00,1.9,4.8,130.0,102.0
7247X,2025-05-13 19:00:00+00:00,1.9,5.2,56.0,163.0
7261X,2025-05-13 19:00:00+00:00,2.0,6.8,128.0,117.0
7275C,2025-05-13 19:00:00+00:00,2.2,4.8,131.0,166.0
8008Y,2025-05-13 19:00:00+00:00,3.9,7.5,147.0,162.0
8019,2025-05-13 19:00:00+00:00,2.4,5.1,170.0,170.0
8025,2025-05-13 19:00:00+00:00,1.9,5.2,186.0,193.0
8036Y,2025-05-13 19:00:00+00:00,1.3,3.7,191.0,192.0
8050X,2025-05-13 19:00:00+00:00,1.2,4.1,161.0,175.0
8057C,2025-05-13 19:00:00+00:00,0.5,3.4,357.0,57.0
8058Y,2025-05-13 19:00:00+00:00,2.2,5.4,91.0,107.0
8059C,2025-05-13 19:00:00+00:00,1.8,3.4,54.0,50.0
8096,2025-05-13 19:00:00+00:00,2.2,7.8,131.0,143.0
8155Y,2025-05-13 19:00:00+00:00,3.3,6.2,47.0,75.0
8175,2025-05-13 19:00:00+00:00,3.7,6.0,105.0,79.0
8177A,2025-05-13 19:00:00+00:00,4.4,8.1,101.0,97.0
8178D,2025-05-13 19:00:00+00:00,0.8,4.1,57.0,57.0
8198Y,2025-05-13 19:00:00+00:00,1.2,5.7,84.0,72.0
8203O,2025-05-13 19:00:00+00:00,3.3,,149.0,
8283X,2025-05-13 19:00:00+00:00,0.7,3.2,21.0,22.0
8293X,2025-05-13 19:00:00+00:00,1.4,3.0,360.0,110.0
8309X,2025-05-13 19:00:00+00:00,1.9,3.3,62.0,61.0
8325X,2025-05-13 19:00:00+00:00,1.9,4.7,86.0,74.0
8354X,2025-05-13 19:00:00+00:00,0.6,2.3,259.0,42.0
8368U,2025-05-13 19:00:00+00:00,0.7,6.7,100.0,183.0
8376,2025-05-13 19:00:00+00:00,3.9,6.5,179.0,152.0
8395X,2025-05-13 19:00:00+00:00,1.6,3.1,136.0,150.0
8409X,2025-05-13 19:00:00+00:00,1.1,5.6,136.0,120.0
8414A,2025-05-13 19:00:00+00:00,3.9,7.2,80.0,70.0
8416X,2025-05-13 19:00:00+00:00,0.3,2.9,75.0,85.0
8416Y,2025-05-13 19:00:00+00:00,0.4,4.8,86.0,36.0
8458X,2025-05-13 19:00:00+00:00,2.0,10.3,71.0,145.0
8486X,2025-05-13 19:00:00+00:00,3.5,4.3,244.0,242.0
8489X,2025-05-13 19:00:00+00:00,0.6,3.1,275.0,237.0
8500A,2025-05-13 19:00:00+00:00,1.6,3.6,108.0,108.0
8503Y,2025-05-13 19:00:00+00:00,0.5,1.9,123.0,80.0
8520X,2025-05-13 19:00:00+00:00,0.4,5.6,141.0,232.0
9001D,2025-05-13 19:00:00+00:00,1.4,5.3,302.0,294.0
9001S,2025-05-13 19:00:00+00:00,1.0,6.3,180.0,57.0
9016X,2025-05-13 19:00:00+00:00,3.5,5.6,339.0,320.0
9019B,2025-05-13 19:00:00+00:00,1.7,5.6,67.0,40.0
9031C,2025-05-13 19:00:00+00:00,0.8,2.9,116.0,357.0
9051,2025-05-13 19:00:00+00:00,3.0,8.4,41.0,33.0
9060X,2025-05-13 19:00:00+00:00,2.6,6.6,70.0,72.0
9069C,2025-05-13 19:00:00+00:00,3.5,8.5,69.0,70.0
9073X,2025-05-13 19:00:00+00:00,0.4,3.7,150.0,55.0
9091R,2025-05-13 19:00:00+00:00,4.8,7.7,10.0,30.0
9111,2025-05-13 19:00:00+00:00,1.7,4.2,62.0,81.0
9115X,2025-05-13 19:00:00+00:00,3.5,6.0,93.0,90.0
9122I,2025-05-13 19:00:00+00:00,2.2,5.3,53.0,42.0
9141V,2025-05-13 19:00:00+00:00,0.6,2.9,30.0,297.0
9145Y,2025-05-13 19:00:00+00:00,1.2,2.5,260.0,297.0
9170,2025-05-13 19:00:00+00:00,1.8,3.6,170.0,170.0
9171K,2025-05-13 19:00:00+00:00,1.1,2.4,356.0,62.0
9188,2025-05-13 19:00:00+00:00,2.9,4.3,309.0,320.0
9195C,2025-05-13 19:00:00+00:00,3.8,6.1,110.0,110.0
9198X,2025-05-13 19:00:00+00:00,0.0,0.5,291.0,295.0
9201X,2025-05-13 19:00:00+00:00,1.1,3.1,30.0,166.0
9207,2025-05-13 19:00:00+00:00,1.2,7.2,357.0,225.0
9208E,2025-05-13 19:00:00+00:00,3.1,5.4,33.0,46.0
9211F,2025-05-13 19:00:00+00:00,1.0,5.2,255.0,330.0
9218A,2025-05-13 19:00:00+00:00,0.8,3.6,21.0,95.0
9228J,2025-05-13 19:00:00+00:00,3.2,6.6,6.0,20.0
9228T,2025-05-13 19:00:00+00:00,0.4,2.4,321.0,7.0
9244X,2025-05-13 19:00:00+00:00,0.3,1.8,184.0,355.0
9245X,2025-05-13 19:00:00+00:00,1.7,3.5,16.0,32.0
9252X,2025-05-13 19:00:00+00:00,1.9,5.0,339.0,20.0
9262P,2025-05-13 19:00:00+00:00,4.3,6.7,310.0,297.0
9263D,2025-05-13 19:00:00+00:00,3.2,6.2,310.0,330.0
9263X,2025-05-13 19:00:00+00:00,1.0,2.5,262.0,313.0
9274X,2025-05-13 19:00:00+00:00,1.1,4.9,294.0,350.0
9280B,2025-05-13 19:00:00+00:00,5.1,7.3,2.0,357.0
9287A,2025-05-13 19:00:00+00:00,2.0,4.6,24.0,67.0
9293X,2025-05-13 19:00:00+00:00,2.0,4.1,320.0,330.0
9294E,2025-05-13 19:00:00+00:00,2.6,7.8,156.0,215.0
9299X,2025-05-13 19:00:00+00:00,1.2,3.7,282.0,130.0
9302Y,2025-05-13 19:00:00+00:00,1.7,5.8,62.0,157.0
9321Y,2025-05-13 19:00:00+00:00,1.2,2.6,33.0,30.0
9336D,2025-05-13 19:00:00+00:00,4.4,6.8,103.0,65.0
9377Y,2025-05-13 19:00:00+00:00,2.6,7.2,170.0,240.0
9381I,2025-05-13 19:00:00+00:00,3.5,8.7,146.0,138.0
9390,2025-05-13 19:00:00+00:00,1.1,5.1,80.0,105.0
9394X,2025-05-13 19:00:00+00:00,2.4,6.4,106.0,86.0
9427X,2025-05-13 19:00:00+00:00,2.1,7.4,202.0,195.0
9434,2025-05-13 19:00:00+00:00,3.7,8.1,171.0,180.0
9434P,2025-05-13 19:00:00+00:00,1.8,8.4,153.0,168.0
9436X,2025-05-13 19:00:00+00:00,6.4,8.5,209.0,215.0
9445L,2025-05-13 19:00:00+00:00,1.5,4.0,207.0,196.0
9451F,2025-05-13 19:00:00+00:00,1.7,3.2,244.0,269.0
9453X,2025-05-13 19:00:00+00:00,0.3,1.3,316.0,257.0
9460X,2025-05-13 19:00:00+00:00,0.8,4.5,1.0,17.0
9491X,2025-05-13 19:00:00+00:00,4.3,10.8,127.0,75.0
9495Y,2025-05-13 19:00:00+00:00,4.2,9.4,137.0,142.0
9501X,2025-05-13 19:00:00+00:00,2.8,5.8,169.0,160.0
9510X,2025-05-13 19:00:00+00:00,2.7,7.7,122.0,125.0
9513X,2025-05-13 19:00:00+00:00,2.1,5.5,161.0,140.0
9531Y,2025-05-13 19:00:00+00:00,2.5,6.4,132.0,125.0
9546B,2025-05-13 19:00:00+00:00,4.6,12.1,218.0,182.0
9550C,2025-05-13 19:00:00+00:00,4.9,8.3,208.0,207.0
9561X,2025-05-13 19:00:00+00:00,2.5,8.0,176.0,197.0
9562X,2025-05-13 19:00:00+00:00,1.2,2.8,261.0,297.0
9569A,2025-05-13 19:00:00+00:00,5.3,11.5,190.0,156.0
9573X,2025-05-13 19:00:00+00:00,1.7,7.8,104.0,145.0
9574B,2025-05-13 19:00:00+00:00,3.6,5.2,145.0,149.0
9585,2025-05-13 19:00:00+00:00,3.0,7.7,122.0,117.0
9590,2025-05-13 19:00:00+00:00,1.4,8.7,54.0,75.0
9590D,2025-05-13 19:00:00+00:00,0.5,2.5,191.0,158.0
9632X,2025-05-13 19:00:00+00:00,1.4,,,
9677,2025-05-13 19:00:00+00:00,2.4,8.9,171.0,233.0
9698U,2025-05-13 19:00:00+00:00,1.5,6.8,352.0,117.0
9707,2025-05-13 19:00:00+00:00,5.0,13.0,84.0,90.0
9724X,2025-05-13 19:00:00+00:00,4.0,7.9,83.0,82.0
9726E,2025-05-13 19:00:00+00:00,2.0,4.5,105.0,112.0
9729X,2025-05-13 19:00:00+00:00,4.1,10.2,49.0,65.0
9744B,2025-05-13 19:00:00+00:00,0.2,4.5,53.0,245.0
